Plant Type,SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1,Georeference
Industrial,NY0273571,SPARKLING POINTE WINERY,Ground,,39750 CO RTE 48,SOUTHOLD,NY,USA,11803,41.06,-72.44,"(41.06, -72.44)",POINT (-72.44 41.06)
Industrial,NY0148849,ELTING'S CORNERS MAINTENANCE FACILITY,Surface,0.00,24 SOUTH ST,CLINTONDALE,NY,USA,12515,41.74,-74.04,"(41.74, -74.04)",POINT (-74.04 41.74)
Municipal,NY0020419,WILSON STP,Surface,0.31,109 ONTARIO ST,WILSON,NY,USA,14172,43.32,-78.84,"(43.32, -78.84)",POINT (-78.84 43.32)
Municipal,NY0030074,LIBERTY WWTF,Surface,2.00,WILLOW LN,LIBERTY,NY,USA,12754,41.79,-74.73,"(41.79, -74.73)",POINT (-74.73 41.79)
Industrial,NY0291218,BIG INLET BREWING INC,Ground,,6169 Elm Flat Rd,Mayville,NY,USA,14757,42.27,-79.47,"(42.27, -79.47)",POINT (-79.47 42.27)
Industrial,NY0001856,"NEWTON FALLS LAND RECLAMATION, LLC",Surface,0.01,875 CO RTE 60,NEWTON FALLS,NY,USA,13666,44.21,-74.99,"(44.21, -74.99)",POINT (-74.99 44.21)
Industrial,NY0005801,SI GROUP INC - ROTTERDAM JUNCTION FACILITY,Surface,1.02,1000 MAIN ST (ST RTE 5S),ROTTERDAM JUNCTION,NY,USA,12150,42.86,-74.02,"(42.86, -74.02)",POINT (-74.02 42.86)
Industrial,NY0257061,GRIFFISS INTERNATIONAL AIRPORT,Surface,,660 HANGAR RD -STE 223,ROME,NY,USA,13441,43.23,-75.41,"(43.23, -75.41)",POINT (-75.41 43.23)
Industrial,NY0266922,QUICK CLEAN LAUNDROMAT,Ground,0.02,75 MAIN ST,KINGS PARK,NY,USA,11754,40.89,-73.26,"(40.89, -73.26)",POINT (-73.26 40.89)
Industrial,NY0261661,MADISON COUNTY HWY GARAGE AT WAMPSVILLE,Surface,,139 N COURT ST,WAMPSVILLE,NY,USA,13163,43.08,-75.71,"(43.08, -75.71)",POINT (-75.71 43.08)
Municipal,NY0228346,DARIEN WASTEWATER TREATMENT FACILITY,Surface,0.06,1460 BROADWAY,DARIEN CENTER,NY,USA,14040,42.90,-78.38,"(42.9, -78.38)",POINT (-78.38 42.9)
Industrial,NY0256609,Village of Champlain Water Treatment Plant,Surface,0.10,40 Canal St,Champlain,NY,USA,12919,44.99,-73.46,"(44.99, -73.46)",POINT (-73.46 44.99)
Industrial,NY0257656,HENDERSON WATER DISTRICT,Surface,0.01,ST RTE 3|HENDERSON & HENDERSON HARBOR,HENDERSON,NY,USA,13650,43.87,-76.19,"(43.87, -76.19)",POINT (-76.19 43.87)
Municipal,NY0026131,WARDS ISLAND WASTEWATER RESOURCE RECOVERY FACILITY,Surface,275.00,WARDS ISLAND - E SIDE,NEW YORK,NY,USA,10035,40.79,-73.92,"(40.79, -73.92)",POINT (-73.92 40.79)
Industrial,NY0266493,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Industrial,NY0271918,ROSE-NORTH ROSE WATER DISTRICT,Surface,,W SIDE OF GALEN RD (ST RTE 414),ROSE,NY,USA,14542,43.18,-76.84,"(43.18, -76.84)",POINT (-76.84 43.18)
Municipal,NY0065358,SCSD #14 - PARKLAND STP,Ground,1.25,117 JOANNE DR|PATCHOGUE - HOLBROOK RD,HOLBROOK,NY,USA,11741,40.79,-73.06,"(40.79, -73.06)",POINT (-73.06 40.79)
Industrial,NY0267066,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Municipal,NY0021385,CLINTON SEWAGE TREATMENT PLANT,Surface,2.50,NORTON AVE,CLINTON,NY,USA,13323,43.06,-75.38,"(43.06, -75.38)",POINT (-75.38 43.06)
Industrial,NY0246778,WATERLOO-V WATER TREATMENT PLANT,Surface,0.16,3754 KIME BEACH RD,WATERLOO,NY,USA,13165,42.84,-76.94,"(42.84, -76.94)",POINT (-76.94 42.84)
Industrial,NY0262731,PORT CRANE SUBRESIDENCY,Surface,,160 ST RTE 369,PORT CRANE,NY,USA,13833,42.17,-75.83,"(42.17, -75.83)",POINT (-75.83 42.17)
Industrial,NY0268577,SOLID SEALING TECHNOLOGY,Surface,,44 DALLIBA AVE,WATERVLIET,NY,USA,,42.72,-73.71,"(42.72, -73.71)",POINT (-73.71 42.72)
Industrial,NY0234915,NEW YORK STEWART INTERNATIONAL AIRPORT,Surface,,1180 First St|Bldg 138,New Windsor,NY,USA,12553,41.50,-74.10,"(41.5, -74.1)",POINT (-74.1 41.5)
Municipal,NY0099309,TROY - C COMBINED SEWER OVERFLOWS,Surface,1.20,CITY-WIDE,TROY,NY,USA,12182,42.75,-73.69,"(42.75, -73.69)",POINT (-73.69 42.75)
Industrial,NY0159930,KANONA TRUCK STOP,Ground,0.01,7748 ST RTE 53|EXIT 37 OF I-86,KANONA,NY,USA,14810,42.38,-77.36,"(42.38, -77.36)",POINT (-77.36 42.38)
Industrial,NY0279901,SAINT JAMES LAUNDROMAT,Ground,0.01,473 LAKE AVE,SAINT JAMES,NY,USA,11780,40.88,-73.16,"(40.88, -73.16)",POINT (-73.16 40.88)
Industrial,NY0268844,LIVINGSTON TOWN HIGHWAY GARAGE,Surface,0.00,COLD SPRING RD,LIVINGSTON,NY,USA,,42.14,-73.78,"(42.14, -73.78)",POINT (-73.78 42.14)
Industrial,NY0281018,WARWICK BREW FARM,Ground,0.00,10 FENCE RD,WARWICK,NY,USA,10990,41.30,-74.40,"(41.3, -74.4)",POINT (-74.4 41.3)
Industrial,NY0028789,INDIAN KILL WTP,Surface,0.01,STERLING LAKE RD,TUXEDO,NY,USA,10987,41.24,-74.21,"(41.24, -74.21)",POINT (-74.21 41.24)
Industrial,NY0260860,ALBANY ASU,Surface,,1297 FEURA BUSH RD,FEURA BUSH,NY,USA,12067,42.58,-73.87,"(42.58, -73.87)",POINT (-73.87 42.58)
Municipal,NY0032204,CHAMPLAIN WWTP,Surface,0.65,45 RIVER ST,CHAMPLAIN,NY,USA,12919,44.99,-73.44,"(44.99, -73.44)",POINT (-73.44 44.99)
Industrial,NY0226441,D & S Laundromat LLC,Ground,,346 NEIGHBORHOOD RD,MASTIC BEACH,NY,USA,11951,40.76,-72.86,"(40.76, -72.86)",POINT (-72.86 40.76)
Industrial,NY0255874,BIONIQUE TESTING LABORATORIES,Ground,,ADIRONDACK REGIONAL AIRPORT BUSINESS PARK,LAKE CLEAR JUNCTION,NY,USA,12945,44.39,-74.19,"(44.39, -74.19)",POINT (-74.19 44.39)
Industrial,NY0250457,STEWART AIR NATIONAL GUARD BASE,Surface,,1 MAGUIRE WAY,NEWBURGH,NY,USA,12550,41.51,-74.08,"(41.51, -74.08)",POINT (-74.08 41.51)
Municipal,NY0242012,TOWN OF SCHODACK SEWER DIST NO 5,Surface,0.01,ST RTE 150,EAST SCHODACK,NY,USA,12063,42.56,-73.64,"(42.56, -73.64)",POINT (-73.64 42.56)
Industrial,NY0202495,MARY TANNER SCH,Surface,0.01,ST RTE 22,MIDDLE GRANVILLE,NY,USA,12849,43.43,-73.29,"(43.43, -73.29)",POINT (-73.29 43.43)
Industrial,NY0216135,NEW YORK AIR BRAKE,Surface,0.29,STARBUCK AVE & PEARL ST,WATERTOWN,NY,USA,13601,43.98,-75.89,"(43.98, -75.89)",POINT (-75.89 43.98)
Industrial,NY0277011,G M D SHIPYARD - BROOKLYN NAVY YARD,Surface,,BROOKLYN NAVY YARD BLDG 595,BROOKLYN,NY,USA,11205,40.70,-73.98,"(40.7, -73.98)",POINT (-73.98 40.7)
Industrial,NY0242845,QUINN ROAD AREA OIL FIELD,Surface,0.00,362 QUINN RD,LIMESTONE,NY,USA,14753,42.02,-78.59,"(42.02, -78.59)",POINT (-78.59 42.02)
Municipal,NY0030317,ONONDAGA CO OAK ORCHARD STP,Surface,10.00,4300 OAK ORCHARD RD,CLAY,NY,USA,13041,43.20,-76.21,"(43.2, -76.21)",POINT (-76.21 43.2)
Municipal,NY0094854,TOWN OF GREENVILLE WWTP,Surface,0.08,ST RTE 32 & COUNTRY ESTATES RD,GREENVILLE,NY,USA,12083,42.42,-74.02,"(42.42, -74.02)",POINT (-74.02 42.42)
Industrial,NY0002551,SUNOCO PARTNERS M & T ROCHESTER TERMINAL,Surface,0.02,1840 LYELL AVE,ROCHESTER,NY,USA,14606,43.17,-77.68,"(43.17, -77.68)",POINT (-77.68 43.17)
Industrial,NY0032816,LEFFERTS OIL FLUSHING TERMINAL,Surface,,31-70 COLLEGE POINT BLVD,QUEENS,NY,USA,11354,40.77,-73.84,"(40.77, -73.84)",POINT (-73.84 40.77)
Industrial,NY0087840,PACKAGE PAVEMENT CO,Surface,,3530 RTE 52,STORMVILLE,NY,USA,12582,41.54,-73.73,"(41.54, -73.73)",POINT (-73.73 41.54)
Industrial,NY0003956,CORNING INC- HOUGHTON PARK FACILITY,Surface,1.50,MUSEUM WAY,CORNING,NY,USA,14831,42.15,-77.06,"(42.15, -77.06)",POINT (-77.06 42.15)
Industrial,NY0243876,LACKAWANNA PLANT- REPUBLIC STEEL,Surface,,3049 LAKESHORE RD,BLASDELL,NY,USA,14219,42.80,-78.84,"(42.8, -78.84)",POINT (-78.84 42.8)
Industrial,NY0201219,CON ED - ASTORIA FACILITY,Surface,0.02,31-01 20TH AVE,ASTORIA,NY,USA,11105,40.79,-73.90,"(40.79, -73.9)",POINT (-73.9 40.79)
Industrial,NY0275824,TIMBERFISH TECHNOLOGIES AT FIVE AND 20 DISTILLERY,Surface,,8398 W MAIN ST (ST RTE 20),WESTFIELD,NY,USA,,42.31,-79.60,"(42.31, -79.6)",POINT (-79.6 42.31)
Industrial,NY0003344,LYDALL PERFORMANCE MATERIALS (US) INC,Surface,3.08,2885 ST RTE 481,FULTON,NY,USA,13069,43.35,-76.43,"(43.35, -76.43)",POINT (-76.43 43.35)
Industrial,NY0226904,LAUNDROLUX,Ground,,1929 DEER PARK AVE,DEER PARK,NY,USA,11729,40.76,-73.33,"(40.76, -73.33)",POINT (-73.33 40.76)
Municipal,NY0023531,FARMINGTON  T STP,Surface,4.00,1216 MCMAHON RD,VICTOR,NY,USA,14425,42.98,-77.38,"(42.98, -77.38)",POINT (-77.38 42.98)
Municipal,NY0027561,LEROY R SUMMERSON WWTF,Surface,9.00,251 PORT WATSON ST,CORTLAND,NY,USA,13045,42.60,-76.16,"(42.6, -76.16)",POINT (-76.16 42.6)
Municipal,NY0026301,FULTON - C STP,Surface,3.40,1690 ST RTE 48|WEST RIVER RD N,FULTON,NY,USA,13069,43.34,-76.42,"(43.34, -76.42)",POINT (-76.42 43.34)
Industrial,NY0236101,BEAVER FALLS LLC,Surface,,9644 MAIN ST,BEAVER FALLS,NY,USA,13305,43.89,-75.43,"(43.89, -75.43)",POINT (-75.43 43.89)
Industrial,NY0264351,VILLAGE OF NYACK WTP,Surface,0.14,ST RTE 59 @ HACKENSACK RIVER,WEST NYACK,NY,USA,,41.09,-73.96,"(41.09, -73.96)",POINT (-73.96 41.09)
Municipal,NY0108103,ECSD NO 3 - HOLLAND WATER RESOURCE RECOVERY FACILITY,Surface,0.18,457 N MAIN ST (ST RTE 16),HOLLAND,NY,USA,14080,42.65,-78.55,"(42.65, -78.55)",POINT (-78.55 42.65)
Industrial,NY0264032,RESNICK ENERGY LLC,Surface,,85 Kaufman Rd,Monticello,NY,USA,12701,41.67,-74.72,"(41.67, -74.72)",POINT (-74.72 41.67)
Industrial,NY0261874,CF OSWEGO LLC,Surface,0.04,8033 ST RTE 104,OSWEGO,NY,USA,13126,43.39,-76.57,"(43.39, -76.57)",POINT (-76.57 43.39)
Industrial,NY0268429,GREENE COUNTY HIGHWAY GARAGE,Surface,,US RTE 9W  - 3/4 MILE NORTH OF SCHOHARIE TPKE,ATHENS,NY,USA,,42.30,-73.85,"(42.3, -73.85)",POINT (-73.85 42.3)
Industrial,NY0256358,NYSDOT CHURUBUSCO MAINT SUBHEADQUARTERS,Ground,,US RTE 11 & ST RTE 189,CHURUBUSCO,NY,USA,12923,44.92,-73.93,"(44.92, -73.93)",POINT (-73.93 44.92)
Municipal,NY0100242,LILY DALE SD WWTF,Surface,0.05,LILY DALE OFF FRISBEE RD,POMFRET (T),NY,USA,,42.35,-79.33,"(42.35, -79.33)",POINT (-79.33 42.35)
Municipal,NY0027171,TOWN OF ONTARIO WASTEWATER TREATMENT FACILITY,Surface,1.00,2200 LAKE RD,ONTARIO,NY,USA,14519,43.27,-77.28,"(43.27, -77.28)",POINT (-77.28 43.27)
Industrial,NY0282260,KEARNEY PIT,Surface,0.03,121 COLUMBIA CO RTE 31 (BLUE HILL RD),HUDSON,NY,USA,12534,42.20,-73.80,"(42.2, -73.8)",POINT (-73.8 42.2)
Industrial,NY0256889,VERONA MAINTENANCE FACILITY,Surface,0.00,ST RTE 365 AT I-90 EXIT 33 NYS THRUWAY,VERONA,NY,USA,13478,43.12,-75.59,"(43.12, -75.59)",POINT (-75.59 43.12)
Industrial,NY0004421,AMERICAN FELT & FILTER CO,Surface,0.04,WALSH AVE,NEW WINDSOR,NY,USA,12553,41.49,-74.02,"(41.49, -74.02)",POINT (-74.02 41.49)
Industrial,NY0034959,RUBY MOUNTAIN GARNET MINE,Surface,,13TH LAKE RD,NORTH RIVER,NY,USA,12856,43.73,-74.11,"(43.73, -74.11)",POINT (-74.11 43.73)
Industrial,NY0218723,POUGHKEEPSIE CORP CENTER,Surface,0.15,350 DUTCHESS TPKE,POUGHKEEPSIE,NY,USA,12603,41.71,-73.87,"(41.71, -73.87)",POINT (-73.87 41.71)
Industrial,NY0246034,TURNBULL MFG CO INC,Surface,,6680 RTES 5 & 20,BLOOMFIELD,NY,USA,14469,42.88,-77.40,"(42.88, -77.4)",POINT (-77.4 42.88)
Industrial,NY0259217,OLD STATE HIGHWAY BARN,Surface,0.00,HARDY HILL RD,ANDOVER,NY,USA,14806,42.16,-77.79,"(42.16, -77.79)",POINT (-77.79 42.16)
Municipal,NY0022195,DANNEMORA STP,Surface,1.50,284 RYAN RD,DANNEMORA,NY,USA,12929,44.71,-73.71,"(44.71, -73.71)",POINT (-73.71 44.71)
Industrial,NY0271993,SUIT-KOTE CALEDONIA,Surface,,159 FLINT HILL RD,CALEDONIA,NY,USA,14423,42.98,-77.91,"(42.98, -77.91)",POINT (-77.91 42.98)
Municipal,NY0079511,SCSD #12 - BIRCHWOOD STP,Ground,0.18,ONE ESSEX DR|BTWN ELAN LN & WARREN AVE,FARMINGVILLE,NY,USA,11779,40.82,-73.07,"(40.82, -73.07)",POINT (-73.07 40.82)
Municipal,NY0024830,Village of Chateaugay Wastewater Treatment Plant,Surface,0.85,161 CO RTE 35 - W SIDE - 0.6 MI NW OF US RTE 11,CHATEAUGAY,NY,USA,12920,44.93,-74.10,"(44.93, -74.1)",POINT (-74.1 44.93)
Industrial,NY0002950,MOENCH TANNING CO,Surface,0.38,465 PALMER ST,GOWANDA,NY,USA,14070,42.45,-78.92,"(42.45, -78.92)",POINT (-78.92 42.45)
Municipal,NY0106895,SOUTH & CENTER CHAUTAUQUA LAKE SD WWTP,Surface,4.10,51 GIFFORD AVE,CELORON,NY,USA,14701,42.11,-79.27,"(42.11, -79.27)",POINT (-79.27 42.11)
Industrial,NY0269310,TECUMSEH REDEVELOPMENT INC,Surface,,1951 HAMBURG TPKE,LACKAWANNA,NY,USA,14218,42.83,-78.86,"(42.83, -78.86)",POINT (-78.86 42.83)
Municipal,NY0024406,BINGHAMTON SEWER SYSTEM OVERFLOWS,Surface,0.15,IN THE CITY OF BINGHAMTON|VARIOUS LOCATIONS,BINGHAMTON,NY,USA,13902,42.11,-75.91,"(42.11, -75.91)",POINT (-75.91 42.11)
Industrial,NY0004596,KM PHOENIX HOLDINGS LLC - BROOKLYN TERMINAL,Surface,0.02,125 APOLLO ST,BROOKLYN,NY,USA,11222,40.73,-73.94,"(40.73, -73.94)",POINT (-73.94 40.73)
Municipal,NY0026174,OAKWOOD BEACH WASTEWATER RESOURCE RECOVERY FACILITY,Surface,39.90,751 MILL RD,STATEN ISLAND,NY,USA,10306,40.55,-74.12,"(40.55, -74.12)",POINT (-74.12 40.55)
Municipal,NY0110205,NARROWSBURG SEWER DISTRICT STP,Surface,0.10,210 BRIDGE ST,NARROWSBURG,NY,USA,12764,41.60,-75.07,"(41.6, -75.07)",POINT (-75.07 41.6)
Industrial,NY0251305,ASHOKAN RESERVOIR,Both,0.00,2389 ST RTE 28A,SHOKAN,NY,USA,12481,41.97,-74.19,"(41.97, -74.19)",POINT (-74.19 41.97)
Municipal,NY0021466,SHERBURNE - V STP,Surface,0.43,W STATE ST,SHERBURNE,NY,USA,13460,42.68,-75.51,"(42.68, -75.51)",POINT (-75.51 42.68)
Industrial,NY0227706,7-ELEVEN STORE  #35115,Surface,,1735 ST RTE 14,PHELPS,NY,USA,14532,42.95,-76.98,"(42.95, -76.98)",POINT (-76.98 42.95)
Municipal,NY0026328,MIDDLETOWN STP,Surface,8.50,159 DOLSON AVE,MIDDLETOWN,NY,USA,10940,41.43,-74.42,"(41.43, -74.42)",POINT (-74.42 41.43)
Industrial,NY0245968,HEMLOCK OPERATIONS CENTER/MAINT GARAGE,Surface,0.00,7412 RIX HILL RD,HEMLOCK,NY,USA,14466,42.78,-77.61,"(42.78, -77.61)",POINT (-77.61 42.78)
Municipal,NY0020991,BLOOMINGDALE STP,Surface,0.06,112 RIVER RD,BLOOMINGDALE,NY,USA,12913,44.40,-74.08,"(44.4, -74.08)",POINT (-74.08 44.4)
Municipal,NY0025585,GROTON - V STP,Surface,0.50,205 Cayuga St,Groton,NY,USA,13073,42.60,-76.37,"(42.6, -76.37)",POINT (-76.37 42.6)
Industrial,NY0237027,DIRT BUSTERS SUPER LAUNDROMAT,Ground,,138 WHEELER RD,CENTRAL ISLIP,NY,USA,11722,40.80,-73.21,"(40.8, -73.21)",POINT (-73.21 40.8)
Industrial,NY0124257,HOOSICK MEADOWS WATER TREATMENT PLANT,Surface,0.01,RT 22 RIVER RD,HOOSICK FALLS,NY,USA,12090,42.88,-73.36,"(42.88, -73.36)",POINT (-73.36 42.88)
Industrial,NY0268003,GRASSLANDS SUBSTATION & LINES,Surface,,ADJ TO WESTCHESTER CO CORRECTIONAL ON N SIDE OF GRASSLANDS RD,GREENBURGH,NY,USA,,41.08,-73.81,"(41.08, -73.81)",POINT (-73.81 41.08)
Industrial,NY0267538,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,Surface,,17-10 STEINWAY ST,ASTORIA,NY,USA,11105,40.78,-73.90,"(40.78, -73.9)",POINT (-73.9 40.78)
Municipal,NY0030635,GENESEO - V WWTP,Surface,1.50,275 RIVERSIDE DR,GENESEO,NY,USA,14454,42.81,-77.82,"(42.81, -77.82)",POINT (-77.82 42.81)
Industrial,NY0242586,RENSSELAER COGEN FACILITY,Surface,,39 RIVERSIDE AVE,RENSSELAER,NY,USA,12144,42.63,-73.75,"(42.63, -73.75)",POINT (-73.75 42.63)
Industrial,NY0225771,PORT JEFFERSON LIRR YARD,Ground,,HALLOCK AVE,PORT JEFFERSON STATION,NY,USA,11776,40.93,-73.04,"(40.93, -73.04)",POINT (-73.04 40.93)
Municipal,NY0265080,PATTERSON HAMLET WWTP,Surface,0.08,APPROX 2000 FT SE OF INTERSECTION OF RT 311 & RT 216,PATTERSON,NY,USA,12563,41.51,-73.61,"(41.51, -73.61)",POINT (-73.61 41.51)
Industrial,NY0256552,SCHUYLER FALLS CLOSED LANDFILL,Surface,,ADJACENT TO KENT FALLS RD - 0.25 M E OF CLOSED LANDFILL,SCHUYLER FALLS,NY,USA,,44.70,-73.59,"(44.7, -73.59)",POINT (-73.59 44.7)
Industrial,NY0296465,Ticonderoga- Republic 2 & Ticonderoga - Whitehall 3,,,Multiple locations,"Crown Point, Dresden, Moriah, Putnam, Ticonderoga, Whitehall",NY,USA,,44.08,-73.50,"(44.08, -73.5)",POINT (-73.5 44.08)
Industrial,NY0266817,CENTER MORICHES WASH & FOLD,Ground,,165B MAIN ST,CENTER MORICHES,NY,USA,11934,40.80,-72.78,"(40.8, -72.78)",POINT (-72.78 40.8)
Municipal,NY0031232,BROWNVILLE STP,Surface,0.65,STATE ST,BROWNVILLE,NY,USA,13615,44.00,-75.98,"(44.0, -75.98)",POINT (-75.98 44)
Municipal,NY0020125,LOWVILLE MUNICIPAL POLL CTRL FAC,Surface,1.80,7514 E STATE ST,LOWVILLE,NY,USA,13367,43.78,-75.48,"(43.78, -75.48)",POINT (-75.48 43.78)
Municipal,NY0247251,JASPER-T WWTP,Surface,0.04,GRANGE ST,JASPER,NY,USA,14855,42.12,-77.50,"(42.12, -77.5)",POINT (-77.5 42.12)
Industrial,NY0268267,COXSACKIE - V WTR TRT PLT,Surface,,TITUS MILL RD,COXSACKIE,NY,USA,12051,42.37,-73.86,"(42.37, -73.86)",POINT (-73.86 42.37)
Industrial,NY0260894,NYS DOT-COXSACKIE MAINTENANCE FACILITY,Surface,0.00,RTE 81 AND VANDENBURG RD,COXSACKIE,NY,USA,12192,42.36,-73.86,"(42.36, -73.86)",POINT (-73.86 42.36)
Industrial,NY0002330,U S SALT - WATKINS GLEN REFINERY,Surface,9.42,3580 SALT POINT RD,WATKINS GLEN,NY,USA,14891,42.41,-76.89,"(42.41, -76.89)",POINT (-76.89 42.41)
Municipal,NY0062278,WAWAYANDA RIDGEBURY LAKE ACRES SEWER DIS,Surface,0.03,52 VIEW POINT DR,SLATE HILL,NY,USA,10973,41.38,-74.45,"(41.38, -74.45)",POINT (-74.45 41.38)
Industrial,NY0161942,MIDLAND ASPHALT MATERIALS INC,Surface,0.02,300 COLE RD,LYONS,NY,USA,14485,43.05,-76.97,"(43.05, -76.97)",POINT (-76.97 43.05)
Industrial,NY0267732,AMTRAK - LIC VENTILATION BUILDING,Surface,0.03,52-31 2ND ST,LONG ISLAND CITY,NY,USA,11101,40.74,-73.96,"(40.74, -73.96)",POINT (-73.96 40.74)
Industrial,NY0256382,NYSDOT KEESEVILLE MAINTENANCE SUBHEADQUARTERS,Ground,,I-87 AT ST RTE 9N|EXIT 34,KEESEVILLE,NY,USA,12944,44.50,-73.50,"(44.5, -73.5)",POINT (-73.5 44.5)
Industrial,NY0235059,MEENAN OIL,Surface,,560 N MAIN ST,BREWSTER,NY,USA,10509,41.40,-73.62,"(41.4, -73.62)",POINT (-73.62 41.4)
Industrial,NY0171611,INGERSOLL-RAND INDUSTRIAL US INC,Surface,0.01,3101 BROADWAY,CHEEKTOWAGA,NY,USA,14225,42.90,-78.76,"(42.9, -78.76)",POINT (-78.76 42.9)
Municipal,NY0079324,SCSD #11 - SELDEN  STP,Ground,2.40,969 OLD TOWN RD,CORAM,NY,USA,11727,40.88,-73.03,"(40.88, -73.03)",POINT (-73.03 40.88)
Industrial,NY0104060,NYS EMPIRE STATE PLAZA,Surface,92.00,"BETWEEN MADISON AVE & SWAN, STATE, & EAGLE STS",ALBANY,NY,USA,12242,42.65,-73.76,"(42.65, -73.76)",POINT (-73.76 42.65)
Municipal,NY0021849,ATTICA WASTEWATER TREATMENT PLANT,Surface,1.40,122 PROSPECT ST,ATTICA,NY,USA,14011,42.87,-78.28,"(42.87, -78.28)",POINT (-78.28 42.87)
Industrial,NY0257648,NYSDOT MAINTENANCE SUBHEADQUARTERS,Surface,0.00,7045 ST RTE 3,CRANBERRY LAKE,NY,USA,12927,44.23,-74.85,"(44.23, -74.85)",POINT (-74.85 44.23)
Industrial,NY0269859,COLLINS WATER DISTRICT #3,Surface,,CHURCH ST AT CLEAR CRK - ST RTE 39 AND COLLINS CENTER-ZOAR RD,COLLINS,NY,USA,14034,42.49,-78.85,"(42.49, -78.85)",POINT (-78.85 42.49)
Industrial,NY0248614,POUGHKEEPSIE DPW,Surface,0.01,26 Howard St,Poughkeepsie,NY,USA,12601,41.71,-73.90,"(41.71, -73.9)",POINT (-73.9 41.71)
Industrial,NY0258636,FRESENIUS KABI USA LLC,Surface,0.30,3159 STALEY RD,GRAND ISLAND,NY,USA,14072,43.01,-79.01,"(43.01, -79.01)",POINT (-79.01 43.01)
Industrial,NY0242730,VOGTLI PLANT,Surface,0.01,191 Broadway Rd|- W SIDE - S OF HILL ST,Gowanda,NY,USA,14070,42.45,-78.93,"(42.45, -78.93)",POINT (-78.93 42.45)
Municipal,NY0192309,MIDDLEBURGH - V STP,Surface,0.09,BAKER AVE,MIDDLEBURGH,NY,USA,12122,42.59,-74.34,"(42.59, -74.34)",POINT (-74.34 42.59)
Industrial,NY0002143,NOVELIS CORPORATION,Surface,1.66,448 CO RTE 1A,OSWEGO,NY,USA,13126,43.49,-76.46,"(43.49, -76.46)",POINT (-76.46 43.49)
Municipal,NY0026204,NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY,Surface,310.00,329-69 GREENPOINT AVE,BROOKLYN,NY,USA,11222,40.73,-73.95,"(40.73, -73.95)",POINT (-73.95 40.73)
Industrial,NY0312894,Cedar Dell Angus Meats LLC,Ground,0.00,23938 Shoulette Rd,Redwood,NY,USA,13679,44.30,-75.89,"(44.3, -75.89)",POINT (-75.89 44.3)
Industrial,NY0251577,BROOKLYN NAVY YARD COGENERATION PLANT,Surface,,"63 FLUSHING AVE|BROOKLYN NAVY YARD, BLDG 41 UNIT #234",BROOKLYN,NY,USA,11205,40.70,-73.98,"(40.7, -73.98)",POINT (-73.98 40.7)
Municipal,NY0023272,MAYBROOK WWTP,Surface,0.40,978 Homestead Ave,Maybrook,NY,USA,12543,41.50,-74.21,"(41.5, -74.21)",POINT (-74.21 41.5)
Industrial,NY0269581,SALAMANCA RESIDENCY,Surface,,4474 ST RTE 353,SALAMANCA,NY,USA,14779,42.19,-78.75,"(42.19, -78.75)",POINT (-78.75 42.19)
Industrial,NY0259756,POCANTICO WATER DISTRICT NO 1,Surface,0.06,POCANTICO HILLS FERGUSON LK&LK # 3/ROCKEFELLER ESTATES/BEDFORD RD,POCANTICO HILLS,NY,USA,,41.10,-73.82,"(41.1, -73.82)",POINT (-73.82 41.1)
Industrial,NY0252069,NYSDOT MAINTENANCE SUBHEADQUARTERS - MOREAU,Surface,0.00,1255 RTE 9 AT I-87,SOUTH GLENS FALLS,NY,USA,12803,43.24,-73.69,"(43.24, -73.69)",POINT (-73.69 43.24)
Industrial,NY0005231,TILCON QUARRIES HAVERSTRAW PLANT,Surface,1.40,66 SCRATCHUP RD,NEW CITY,NY,USA,10956,41.18,-73.95,"(41.18, -73.95)",POINT (-73.95 41.18)
Industrial,NY0265292,PECKHAM MATERIALS CORP  PLANT 31,Surface,0.09,438 VAUGHN RD,HUDSON FALLS,NY,USA,12839,43.35,-73.57,"(43.35, -73.57)",POINT (-73.57 43.35)
Industrial,NY0252816,EVANEM VINEYARDS LLC,Ground,0.00,3165 MAIN RD,LAUREL,NY,USA,11948,40.97,-72.56,"(40.97, -72.56)",POINT (-72.56 40.97)
Municipal,NY0022357,ALFRED WASTEWATER TREATMENT PLANT,Surface,0.98,198 N MAIN ST,ALFRED,NY,USA,14802,42.26,-77.78,"(42.26, -77.78)",POINT (-77.78 42.26)
Industrial,NY0256145,BRIGHTON TOWN GARAGE,Ground,,17 CO RD 31,PAUL SMITHS,NY,USA,12970,44.44,-74.23,"(44.44, -74.23)",POINT (-74.23 44.44)
